doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1014,1014,507,How are capital gains taxed?,Community question about how are capital gains taxed?,"It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records.",tax capital-gains investing,45,True,7,48037,2,301,408,408 303,41000,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/507#answer-1014,tax,"How are capital gains taxed? Community question about how are capital gains taxed? It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records. tax capital-gains investing",810,17.352212811390896,1,social_default,0.9701397333850227,0.8920166661075518,0.8498245127128405,1.0,1.0,0.32969442409763317,0.0,0.9,0.26502482349565515,0.5,0.0,0.8724263919152205
sample-a1015,1015,507,How are capital gains taxed?,Community question about how are capital gains taxed?,"Losses can offset gains, but wash-sale rules and local law change the result; consult a professional for large trades.",tax capital-gains investing,27,False,6,48037,2,303,408,408 302,35000,2022-03-15 00:00:00+00:00,2022-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/507#answer-1015,tax,"How are capital gains taxed? Community question about how are capital gains taxed? Losses can offset gains, but wash-sale rules and local law change the result; consult a professional for large trades. tax capital-gains investing",1541,17.886302575037675,2,social_default,1.0,0.2427888233153193,0.8093724665019503,0.9585578348810901,0.6058366294295915,0.12112176657029738,0.0,0.9,0.2767441770013904,0.5,0.0,0.7527020624333354
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,3.67661872135065,3,social_default,0.20555498856883817,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.5,0.5921918097809603,0.0,0.0,0.48327062972198565
sample-a1046,1046,522,How do I budget on an irregular income?,Community question about how do i budget on an irregular income?,Separate fixed bills from variable spending so lean months are predictable.,budgeting saving emergency-fund,49,True,8,37644,2,302,423,423 301,38000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/522#answer-1046,saving,How do I budget on an irregular income? Community question about how do i budget on an irregular income? Separate fixed bills from variable spending so lean months are predictable. budgeting saving emergency-fund,1054,3.7225871396845585,4,social_default,0.20812502327226887,0.9281917046909638,0.8485784963882705,0.9800976854573569,0.6073397326783032,0.23602073528515033,0.0,1.0,0.9046942162985561,0.0,0.0,0.4676466929644929
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688,1.477948956637863,5,social_default,0.08263021104767092,0.9534716198475409,0.4349235009180969,1.0,1.0,0.3896658299571869,0.0,1.0,0.7153880799940397,0.0,0.25,0.4203798338554363
sample-a1042,1042,520,How do I start investing with little money?,Community question about how do i start investing with little money?,"Many brokers allow fractional shares, so you can begin with very small amounts.",investing etf beginner,42,True,2,42853,2,301,421,421 303,41000,2024-10-15 00:00:00+00:00,2024-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/520#answer-1042,investing,"How do I start investing with little money? Community question about how do i start investing with little money? Many brokers allow fractional shares, so you can begin with very small amounts. investing etf beginner",596,1.4363788181741037,6,social_default,0.08030607847251395,0.8627573250377909,0.5353948697678166,1.0,1.0,0.4420031120180599,0.0,1.0,0.8328602876910742,0.5,0.0,0.41516291252851967
sample-a1007,1007,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"If your income is irregular or your job is unstable, target the higher end of the range.",emergency-fund saving budgeting,47,True,7,32405,2,302,404,404 303,38000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1007,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? If your income is irregular or your job is unstable, target the higher end of the range. emergency-fund saving budgeting",657,1.4099406351920396,7,social_default,0.07882795392043566,0.9104811178407926,0.7901984649916391,0.9800976854573569,0.6073397326783032,0.4065696597405991,0.0,1.0,0.6835581968724294,0.0,0.0,0.40554332046852687
sample-a1033,1033,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors.",credit-score credit-card debt,52,True,3,20891,2,301,417,417 302,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1033,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors. credit-score credit-card debt",565,1.4363788181741037,8,social_default,0.08030607847251395,0.9534716198475409,0.5137242541956104,1.0,1.0,0.46117735003146915,0.0,0.5,0.5064228948431632,0.0,0.75,0.40252138876822285
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,0.0,9,social_default,0.0,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.9,0.7315784865748318,0.0,0.25,0.38106679405335464
sample-a1024,1024,511,What fees matter when choosing an ETF?,Community question about what fees matter when choosing an etf?,A 0.5% vs 0.05% expense ratio compounds into a large gap over decades.,etf investing fees,44,True,3,45144,2,301,412,412 303 302,41000,2023-11-15 00:00:00+00:00,2023-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/511#answer-1024,investing,What fees matter when choosing an ETF? Community question about what fees matter when choosing an etf? A 0.5% vs 0.05% expense ratio compounds into a large gap over decades. etf investing fees,931,0.0,10,social_default,0.0,0.8824811365262734,0.6304340248977591,1.0,1.0,0.27933528906869687,0.0,1.0,1.0,0.5,0.0,0.37534016506097867
