doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1018,1018,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks.",etf stocks investing diversification,47,True,4,46608,3,301,410,410 302,41000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1018,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks. etf stocks investing diversification",1054,14.85318963191673,1,social_default,1.0,0.9104811178407926,0.7900177536693355,1.0,1.0,0.23602073528515033,0.1,0.7,0.3368587521031371,0.75,0.25,0.8766694584821284
sample-a1020,1020,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,A core ETF portfolio plus a small satellite of stocks is a common compromise.,etf stocks investing diversification,38,False,9,46608,3,301,410,410 303,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1020,investing,Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? A core ETF portfolio plus a small satellite of stocks is a common compromise. etf stocks investing diversification,565,12.42811646042971,2,social_default,0.8367304779926872,0.3865478288149943,1.0,1.0,1.0,0.46117735003146915,0.1,0.8,0.8683167276206338,1.0,0.0,0.7505408025320163
sample-a1019,1019,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"Individual stocks can fit if you understand concentration risk, position sizing and the tax consequences.",etf stocks investing diversification,38,False,5,46608,3,302,410,410 303,38000,2023-12-15 00:00:00+00:00,2023-12-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1019,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? Individual stocks can fit if you understand concentration risk, position sizing and the tax consequences. etf stocks investing diversification",901,12.65991224415662,3,social_default,0.8523362697095602,0.3865478288149943,0.8452503090685672,0.9800976854573569,0.6073397326783032,0.29105396701581177,0.1,0.6,0.43875492242046144,1.0,0.25,0.7014741439078536
sample-a1014,1014,507,How are capital gains taxed?,Community question about how are capital gains taxed?,"It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records.",tax capital-gains investing,45,True,7,48037,2,301,408,408 303,41000,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/507#answer-1014,tax,"How are capital gains taxed? Community question about how are capital gains taxed? It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records. tax capital-gains investing",810,3.119203037074051,4,social_default,0.21000223617770736,0.8920166661075518,0.8498245127128405,1.0,1.0,0.32969442409763317,0.0,0.8,0.26502482349565515,0.5,0.0,0.48735764331156306
sample-a1021,1021,510,Is dollar cost averaging better than lump sum?,Community question about is dollar cost averaging better than lump sum?,"Historically lump sum has a higher expected return, but averaging reduces timing risk and regret.",investing dollar-cost-averaging risk,45,True,7,33829,2,301,411,411 303 302,41000,2022-04-15 00:00:00+00:00,2022-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/510#answer-1021,investing,"Is dollar cost averaging better than lump sum? Community question about is dollar cost averaging better than lump sum? Historically lump sum has a higher expected return, but averaging reduces timing risk and regret. investing dollar-cost-averaging risk",1510,3.3176437180719613,5,social_default,0.22336237537444245,0.8920166661075518,0.7967123476689445,1.0,1.0,0.12637606799414935,0.0,0.6,0.5486508549910605,0.25,0.25,0.4706850652021227
sample-a1046,1046,522,How do I budget on an irregular income?,Community question about how do i budget on an irregular income?,Separate fixed bills from variable spending so lean months are predictable.,budgeting saving emergency-fund,49,True,8,37644,2,302,423,423 301,38000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/522#answer-1046,saving,How do I budget on an irregular income? Community question about how do i budget on an irregular income? Separate fixed bills from variable spending so lean months are predictable. budgeting saving emergency-fund,1054,2.2587596921525614,6,social_default,0.15207236614679107,0.9281917046909638,0.8485784963882705,0.9800976854573569,0.6073397326783032,0.23602073528515033,0.0,0.8,0.9046942162985561,0.0,0.0,0.429620364401754
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,0.0,7,social_default,0.0,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.6,0.5921918097809603,0.0,0.0,0.3854931354375666
sample-a1039,1039,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,"A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund.",advisor investing retirement fees,58,True,3,27199,2,301,420,420 303 302,41000,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1039,investing,"Do I need a financial advisor? Community question about do i need a financial advisor? A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund. advisor investing retirement fees",626,0.0,8,social_default,0.0,1.0,0.5536897596533992,1.0,1.0,0.42420678312940124,0.0,0.7,0.15292864762659397,0.75,0.0,0.37943172473567405
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,0.0,9,social_default,0.0,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.8,0.7315784865748318,0.0,0.25,0.37606679405335464
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688,0.0,10,social_default,0.0,0.9534716198475409,0.4349235009180969,1.0,1.0,0.3896658299571869,0.0,0.8,0.7153880799940397,0.0,0.25,0.36906472833160087
