doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1030,1030,514,Should I use a Roth or traditional retirement account?,Community question about should i use a roth or traditional retirement account?,Many people split contributions to hedge against future tax-rate uncertainty.,retirement tax roth ira,48,True,3,18947,2,301,415,415 302,41000,2023-09-15 00:00:00+00:00,2023-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/514#answer-1030,retirement,Should I use a Roth or traditional retirement account? Community question about should i use a roth or traditional retirement account? Many people split contributions to hedge against future tax-rate uncertainty. retirement tax roth ira,992,15.700162210804987,1,social_default,1.0,0.9194267776764844,0.4989304766482406,1.0,1.0,0.25694220321589417,0.2857142857142857,0.8,0.8683167276206338,0.5,0.0,0.8757884019201112
sample-a1029,1029,514,Should I use a Roth or traditional retirement account?,Community question about should i use a roth or traditional retirement account?,Compare your marginal tax rate now with the rate you expect in retirement; Roth favours paying tax while rates are low.,retirement tax roth ira,26,False,3,18947,2,307,415,415 303 302,15000,2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/514#answer-1029,retirement,Should I use a Roth or traditional retirement account? Community question about should i use a roth or traditional retirement account? Compare your marginal tax rate now with the rate you expect in retirement; Roth favours paying tax while rates are low. retirement tax roth ira,414,15.160091793563248,2,social_default,0.9656009657740952,0.2270107524936008,0.4989304766482406,0.7366369766590838,0.19282353445397735,0.5671546349422034,0.2857142857142857,0.8,0.26502482349565515,0.5,0.0,0.6995898684123757
sample-a1039,1039,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,"A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund.",advisor investing retirement fees,58,True,3,27199,2,301,420,420 303 302,41000,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1039,investing,"Do I need a financial advisor? Community question about do i need a financial advisor? A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund. advisor investing retirement fees",626,2.876322582437747,3,social_default,0.18320336718930438,1.0,0.5536897596533992,1.0,1.0,0.42420678312940124,0.125,0.7,0.15292864762659397,0.75,0.0,0.47728340833032623
sample-a1031,1031,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"After high-interest debt and a starter emergency fund, capture the full employer match before anything else.",retirement investing saving,49,True,7,9830,2,302,416,416 301,38000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1031,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? After high-interest debt and a starter emergency fund, capture the full employer match before anything else. retirement investing saving",231,3.391811575941452,4,social_default,0.21603672181215924,0.9281917046909638,0.6095243987823791,0.9800976854573569,0.6073397326783032,0.7287399324998268,0.14285714285714285,0.6,0.39966993251952,0.5,0.25,0.46903811338167556
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,2.0549748612222696,5,social_default,0.13088876621975398,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.8,0.7315784865748318,0.0,0.25,0.4415111771632316
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,0.0,6,social_default,0.0,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.6,0.5921918097809603,0.0,0.0,0.3854931354375666
sample-a1014,1014,507,How are capital gains taxed?,Community question about how are capital gains taxed?,"It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records.",tax capital-gains investing,45,True,7,48037,2,301,408,408 303,41000,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/507#answer-1014,tax,"How are capital gains taxed? Community question about how are capital gains taxed? It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records. tax capital-gains investing",810,0.0,7,social_default,0.0,0.8920166661075518,0.8498245127128405,1.0,1.0,0.32969442409763317,0.0,0.8,0.26502482349565515,0.5,0.0,0.38235652522270935
sample-a1018,1018,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks.",etf stocks investing diversification,47,True,4,46608,3,301,410,410 302,41000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1018,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks. etf stocks investing diversification",1054,0.0,8,social_default,0.0,0.9104811178407926,0.7900177536693355,1.0,1.0,0.23602073528515033,0.0,0.7,0.3368587521031371,0.75,0.25,0.3716694584821286
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688,0.0,9,social_default,0.0,0.9534716198475409,0.4349235009180969,1.0,1.0,0.3896658299571869,0.0,0.8,0.7153880799940397,0.0,0.25,0.36906472833160087
sample-a1033,1033,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors.",credit-score credit-card debt,52,True,3,20891,2,301,417,417 302,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1033,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors. credit-score credit-card debt",565,0.0,10,social_default,0.0,0.9534716198475409,0.5137242541956104,1.0,1.0,0.46117735003146915,0.0,0.6,0.5064228948431632,0.0,0.75,0.36736834953196584
