doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1038,1038,518,Should I keep cash or buy bonds for short-term savings?,Community question about should i keep cash or buy bonds for short-term savings?,Match the bond maturity to when you need the money to avoid selling at a loss.,saving bonds treasury emergency-fund,39,True,8,48080,2,305,419,419 303 301,19000,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/518#answer-1038,saving,Should I keep cash or buy bonds for short-term savings? Community question about should i keep cash or buy bonds for short-term savings? Match the bond maturity to when you need the money to avoid selling at a loss. saving bonds treasury emergency-fund,779,15.811738434214117,1,social_default,0.8213622495253258,0.8313810688548094,0.8856412702688785,0.7985500853118828,0.38642381445167767,0.3439966748905724,0.08333333333333333,0.5,0.8504763007353824,0.25,0.25,0.7175131248662323
sample-a1037,1037,518,Should I keep cash or buy bonds for short-term savings?,Community question about should i keep cash or buy bonds for short-term savings?,"For short horizons, liquidity and safety beat yield; Treasury bills or a high-yield account usually fit.",saving bonds treasury emergency-fund,28,False,5,48080,2,310,419,419 301 303,7000,2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/518#answer-1037,saving,"Should I keep cash or buy bonds for short-term savings? Community question about should i keep cash or buy bonds for short-term savings? For short horizons, liquidity and safety beat yield; Treasury bills or a high-yield account usually fit. saving bonds treasury emergency-fund",1600,19.25062716645657,2,social_default,1.0,0.2580131619226908,0.7628095303482468,0.5370312895425083,0.13115197206155746,0.11171762217541198,0.08333333333333333,0.8,0.4520294727227826,0.0,0.0,0.6837861034732184
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,5.760993330526758,3,social_default,0.2992626308074291,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.9,0.7315784865748318,0.0,0.25,0.5306981094570692
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,4.778606212402257,4,social_default,0.24823119636999577,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.5,0.5921918097809603,0.0,0.0,0.5046087336225644
sample-a1018,1018,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks.",etf stocks investing diversification,47,True,4,46608,3,301,410,410 302,41000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1018,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks. etf stocks investing diversification",1054,4.251610887984352,5,social_default,0.22085570777624378,0.9104811178407926,0.7900177536693355,1.0,1.0,0.23602073528515033,0.0,0.8,0.3368587521031371,0.75,0.25,0.48709731237025056
sample-a1030,1030,514,Should I use a Roth or traditional retirement account?,Community question about should i use a roth or traditional retirement account?,Many people split contributions to hedge against future tax-rate uncertainty.,retirement tax roth ira,48,True,3,18947,2,301,415,415 302,41000,2023-09-15 00:00:00+00:00,2023-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/514#answer-1030,retirement,Should I use a Roth or traditional retirement account? Community question about should i use a roth or traditional retirement account? Many people split contributions to hedge against future tax-rate uncertainty. retirement tax roth ira,992,2.7351044259564627,6,social_default,0.14207871786755447,0.9194267776764844,0.4989304766482406,1.0,1.0,0.25694220321589417,0.0,0.8,0.8683167276206338,0.5,0.0,0.4325420465681742
sample-a1016,1016,508,What records do I need for investment taxes?,Community question about what records do i need for investment taxes?,"Keep trade confirmations, cost basis, dividend statements and broker 1099s; reconstruct basis before you sell.",tax investing capital-gains,54,True,8,16973,2,302,409,409 303,38000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/508#answer-1016,tax,"What records do I need for investment taxes? Community question about what records do i need for investment taxes? Keep trade confirmations, cost basis, dividend statements and broker 1099s; reconstruct basis before you sell. tax investing capital-gains",565,2.4405296950833653,7,social_default,0.12677663298865857,0.9695419433788933,0.7279298709930571,0.9800976854573569,0.6073397326783032,0.46117735003146915,0.0,0.9,0.3742064206407163,0.5,0.0,0.43178044445260094
sample-a1044,1044,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns.,mortgage investing debt,45,True,8,14953,2,301,422,422 302,41000,2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1044,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns. mortgage investing debt,1388,2.5408833359547947,8,social_default,0.13198963929768376,0.8920166661075518,0.7087380034719909,1.0,1.0,0.1493638709736966,0.0,0.8,0.19669641504495938,0.25,0.25,0.43086962666090345
sample-a1008,1008,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss.",saving emergency-fund risk,21,False,3,24280,2,305,405,405 301 302,19000,2025-08-15 00:00:00+00:00,2025-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1008,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss. saving emergency-fund risk",292,8.21656141144055,9,social_default,0.4268204531932119,0.13816087452408374,0.536494438227189,0.7985500853118828,0.38642381445167767,0.6703200460356393,0.0,0.5,0.30048126342521475,0.0,0.25,0.4143920914619591
sample-a1039,1039,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,"A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund.",advisor investing retirement fees,58,True,3,27199,2,301,420,420 303 302,41000,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1039,investing,"Do I need a financial advisor? Community question about do i need a financial advisor? A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund. advisor investing retirement fees",626,1.1370429238718245,10,social_default,0.05906524052645283,1.0,0.5536897596533992,1.0,1.0,0.42420678312940124,0.0,0.8,0.15292864762659397,0.75,0.0,0.41396434499890045
