doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1007,1007,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"If your income is irregular or your job is unstable, target the higher end of the range.",emergency-fund saving budgeting,47,True,7,32405,2,302,404,404 303,38000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1007,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? If your income is irregular or your job is unstable, target the higher end of the range. emergency-fund saving budgeting",657,8.632776616250887,1,social_default,1.0,0.9104811178407926,0.7901984649916391,0.9800976854573569,0.6073397326783032,0.4065696597405991,0.0,0.8,0.6835581968724294,0.0,0.0,0.8561293435083089
sample-a1006,1006,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"Three to six months of essential expenses, kept liquid in a high-yield savings account, not in volatile assets.",emergency-fund saving budgeting,23,False,8,32405,2,303,404,404 301,35000,2025-01-15 00:00:00+00:00,2025-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1006,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? Three to six months of essential expenses, kept liquid in a high-yield savings account, not in volatile assets. emergency-fund saving budgeting",504,8.632776616250887,2,social_default,1.0,0.17591068482213704,0.8258796985022374,0.9585578348810901,0.6058366294295915,0.5013699842634772,0.0,0.8,0.36164620576393425,0.0,0.0,0.758341967848966
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,6.494497354651225,3,social_default,0.7523068930598263,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.9,0.7315784865748318,0.0,0.25,0.7572202405832678
sample-a1031,1031,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"After high-interest debt and a starter emergency fund, capture the full employer match before anything else.",retirement investing saving,49,True,7,9830,2,302,416,416 301,38000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1031,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? After high-interest debt and a starter emergency fund, capture the full employer match before anything else. retirement investing saving",231,5.644370473254111,4,social_default,0.6538302476898092,0.9281917046909638,0.6095243987823791,0.9800976854573569,0.6073397326783032,0.7287399324998268,0.0,0.5,0.39966993251952,0.5,0.25,0.6757920191776434
sample-a1027,1027,513,How do I avoid investment fraud?,Community question about how do i avoid investment fraud?,"Check the seller's registration, be sceptical of guaranteed returns, and never let urgency rush a decision.",scam fraud risk,40,True,3,41838,2,303,414,414 302,35000,2023-12-15 00:00:00+00:00,2023-12-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/513#answer-1027,risk,"How do I avoid investment fraud? Community question about how do i avoid investment fraud? Check the seller's registration, be sceptical of guaranteed returns, and never let urgency rush a decision. scam fraud risk",901,5.090522584946173,5,social_default,0.5896738455346395,0.8420939373703941,0.6189146254314809,0.9585578348810901,0.6058366294295915,0.29105396701581177,0.0,0.5,0.41257743929427604,0.0,1.0,0.6085108407264129
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,3.6602358502109955,6,social_default,0.4239928835087352,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.5,0.5921918097809603,0.0,0.0,0.5924895771919342
sample-a1033,1033,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors.",credit-score credit-card debt,52,True,3,20891,2,301,417,417 302,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1033,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors. credit-score credit-card debt",565,3.9226715539425028,7,social_default,0.45439280179661046,0.9534716198475409,0.5137242541956104,1.0,1.0,0.46117735003146915,0.0,0.5,0.5064228948431632,0.0,0.75,0.5895647504302711
sample-a1008,1008,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss.",saving emergency-fund risk,21,False,3,24280,2,305,405,405 301 302,19000,2025-08-15 00:00:00+00:00,2025-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1008,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss. saving emergency-fund risk",292,6.201052054755387,8,social_default,0.7183148980227443,0.13816087452408374,0.536494438227189,0.7985500853118828,0.38642381445167767,0.6703200460356393,0.0,0.5,0.30048126342521475,0.0,0.25,0.5601393138767252
sample-a1044,1044,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns.,mortgage investing debt,45,True,8,14953,2,301,422,422 302,41000,2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1044,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns. mortgage investing debt,1388,3.367831339632617,9,social_default,0.3901214509932757,0.8920166661075518,0.7087380034719909,1.0,1.0,0.1493638709736966,0.0,0.8,0.19669641504495938,0.25,0.25,0.5599355325086994
sample-a1039,1039,519,Do I need a financial advisor?,Community question about do i need a financial advisor?,"A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund.",advisor investing retirement fees,58,True,3,27199,2,301,420,420 303 302,41000,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/519#answer-1039,investing,"Do I need a financial advisor? Community question about do i need a financial advisor? A fee-only fiduciary helps with complex tax, estate or retirement planning; simple investing may only need a low-cost index fund. advisor investing retirement fees",626,2.404727578579509,10,social_default,0.27855783665856676,1.0,0.5536897596533992,1.0,1.0,0.42420678312940124,0.0,0.8,0.15292864762659397,0.75,0.0,0.5237106430649575
