doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1009,1009,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Split it: one month in checking for instant access, the rest in a high-yield account.",saving emergency-fund risk,52,True,7,24280,2,301,405,405 302,41000,2022-09-15 00:00:00+00:00,2022-09-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1009,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Split it: one month in checking for instant access, the rest in a high-yield account. saving emergency-fund risk",1357,12.653845705158048,1,social_default,0.9515611265186164,0.9534716198475409,0.7464766845578532,1.0,1.0,0.1558433240245538,0.0,0.9,0.7315784865748318,0.0,0.25,0.8568473573126627
sample-a1008,1008,504,Where should I keep my emergency savings?,Community question about where should i keep my emergency savings?,"Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss.",saving emergency-fund risk,21,False,3,24280,2,305,405,405 301 302,19000,2025-08-15 00:00:00+00:00,2025-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/504#answer-1008,saving,"Where should I keep my emergency savings? Community question about where should i keep my emergency savings? Safety and liquidity first: high-yield savings or short Treasury bills, not equities you may have to sell at a loss. saving emergency-fund risk",292,13.29798512414377,2,social_default,1.0,0.13816087452408374,0.536494438227189,0.7985500853118828,0.38642381445167767,0.6703200460356393,0.0,0.5,0.30048126342521475,0.0,0.25,0.7009818648653532
sample-a1007,1007,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"If your income is irregular or your job is unstable, target the higher end of the range.",emergency-fund saving budgeting,47,True,7,32405,2,302,404,404 303,38000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1007,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? If your income is irregular or your job is unstable, target the higher end of the range. emergency-fund saving budgeting",657,7.841464941610851,3,social_default,0.5896731623931446,0.9104811178407926,0.7901984649916391,0.9800976854573569,0.6073397326783032,0.4065696597405991,0.0,0.8,0.6835581968724294,0.0,0.0,0.6509659247048813
sample-a1038,1038,518,Should I keep cash or buy bonds for short-term savings?,Community question about should i keep cash or buy bonds for short-term savings?,Match the bond maturity to when you need the money to avoid selling at a loss.,saving bonds treasury emergency-fund,39,True,8,48080,2,305,419,419 303 301,19000,2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/518#answer-1038,saving,Should I keep cash or buy bonds for short-term savings? Community question about should i keep cash or buy bonds for short-term savings? Match the bond maturity to when you need the money to avoid selling at a loss. saving bonds treasury emergency-fund,779,8.225191711722168,4,social_default,0.6185291707680243,0.8313810688548094,0.8856412702688785,0.7985500853118828,0.38642381445167767,0.3439966748905724,0.0,0.5,0.8504763007353824,0.25,0.25,0.6119299188209149
sample-a1006,1006,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"Three to six months of essential expenses, kept liquid in a high-yield savings account, not in volatile assets.",emergency-fund saving budgeting,23,False,8,32405,2,303,404,404 301,35000,2025-01-15 00:00:00+00:00,2025-01-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1006,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? Three to six months of essential expenses, kept liquid in a high-yield savings account, not in volatile assets. emergency-fund saving budgeting",504,8.51577586116779,5,social_default,0.6403809134743714,0.17591068482213704,0.8258796985022374,0.9585578348810901,0.6058366294295915,0.5013699842634772,0.0,0.8,0.36164620576393425,0.0,0.0,0.5785324245861517
sample-a1010,1010,505,Is it better to rent or buy a house?,Community question about is it better to rent or buy a house?,"Compare unrecoverable costs: rent vs mortgage interest, taxes, insurance, maintenance and transaction costs. Buying is not automatically better.",mortgage rent buy housing,55,True,0,40044,2,301,406,,41000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/505#answer-1010,mortgage,"Is it better to rent or buy a house? Community question about is it better to rent or buy a house? Compare unrecoverable costs: rent vs mortgage interest, taxes, insurance, maintenance and transaction costs. Buying is not automatically better. mortgage rent buy housing",231,4.190627098437874,6,social_default,0.31513248505816027,0.9773592563339752,0.19231193773929434,1.0,1.0,0.7287399324998268,0.0,0.5,0.0,0.0,0.0,0.5173722513051857
sample-a1031,1031,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"After high-interest debt and a starter emergency fund, capture the full employer match before anything else.",retirement investing saving,49,True,7,9830,2,302,416,416 301,38000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1031,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? After high-interest debt and a starter emergency fund, capture the full employer match before anything else. retirement investing saving",231,3.0645211601344524,7,social_default,0.23045003671800773,0.9281917046909638,0.6095243987823791,0.9800976854573569,0.6073397326783032,0.7287399324998268,0.0,0.5,0.39966993251952,0.5,0.25,0.4641019136917427
sample-a1014,1014,507,How are capital gains taxed?,Community question about how are capital gains taxed?,"It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records.",tax capital-gains investing,45,True,7,48037,2,301,408,408 303,41000,2024-03-15 00:00:00+00:00,2024-03-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/507#answer-1014,tax,"How are capital gains taxed? Community question about how are capital gains taxed? It depends on holding period, income, jurisdiction and cost basis. Separate short-term from long-term and keep records. tax capital-gains investing",810,1.4429989519922541,8,social_default,0.10851260085803156,0.8920166661075518,0.8498245127128405,1.0,1.0,0.32969442409763317,0.0,0.9,0.26502482349565515,0.5,0.0,0.4416128256517251
sample-a1025,1025,512,What should I do if I think an investment is a scam?,Community question about what should i do if i think an investment is a scam?,"Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud.",scam fraud risk investing,43,True,1,39073,2,303,413,413,35000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/512#answer-1025,risk,"What should I do if I think an investment is a scam? Community question about what should i do if i think an investment is a scam? Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud. scam fraud risk investing",657,2.8514973512519255,9,social_default,0.21443078215471592,0.8727313075427394,0.39857611577887336,0.9585578348810901,0.6058366294295915,0.4065696597405991,0.0,0.9,0.3368587521031371,0.25,0.75,0.43773401491766245
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688,1.759271414111677,10,social_default,0.1322960882936732,0.9534716198475409,0.4349235009180969,1.0,1.0,0.3896658299571869,0.0,0.8,0.7153880799940397,0.0,0.25,0.4352127724784375
