doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1010,1010,505,Is it better to rent or buy a house?,Community question about is it better to rent or buy a house?,"Compare unrecoverable costs: rent vs mortgage interest, taxes, insurance, maintenance and transaction costs. Buying is not automatically better.",mortgage rent buy housing,55,True,0,40044,2,301,406,,41000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/505#answer-1010,mortgage,"Is it better to rent or buy a house? Community question about is it better to rent or buy a house? Compare unrecoverable costs: rent vs mortgage interest, taxes, insurance, maintenance and transaction costs. Buying is not automatically better. mortgage rent buy housing",231,8.817070556923287,1,social_default,1.0,0.9773592563339752,0.19231193773929434,1.0,1.0,0.7287399324998268,0.0,0.6,0.0,0.0,0.0,0.8648060087761056
sample-a1021,1021,510,Is dollar cost averaging better than lump sum?,Community question about is dollar cost averaging better than lump sum?,"Historically lump sum has a higher expected return, but averaging reduces timing risk and regret.",investing dollar-cost-averaging risk,45,True,7,33829,2,301,411,411 303 302,41000,2022-04-15 00:00:00+00:00,2022-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/510#answer-1021,investing,"Is dollar cost averaging better than lump sum? Community question about is dollar cost averaging better than lump sum? Historically lump sum has a higher expected return, but averaging reduces timing risk and regret. investing dollar-cost-averaging risk",1510,8.298300558384557,2,social_default,0.9411629979379734,0.8920166661075518,0.7967123476689445,1.0,1.0,0.12637606799414935,0.0,0.6,0.5486508549910605,0.25,0.25,0.8295853764838881
sample-a1022,1022,510,Is dollar cost averaging better than lump sum?,Community question about is dollar cost averaging better than lump sum?,"If the money is already in cash, averaging it in over a few months is a reasonable behavioural compromise.",investing dollar-cost-averaging risk,24,False,3,33829,2,301,411,411 302,41000,2022-06-15 00:00:00+00:00,2022-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/510#answer-1022,investing,"Is dollar cost averaging better than lump sum? Community question about is dollar cost averaging better than lump sum? If the money is already in cash, averaging it in over a few months is a reasonable behavioural compromise. investing dollar-cost-averaging risk",1449,8.546486444350256,3,social_default,0.9693113363643705,0.19362127167230786,0.5867301013382805,1.0,1.0,0.13739002407031317,0.0,0.6,0.4256050176232209,0.25,0.25,0.733835953500121
sample-a1011,1011,505,Is it better to rent or buy a house?,Community question about is it better to rent or buy a house?,Use a rent-vs-buy calculator and stress-test it against moving within five years.,mortgage rent buy housing,26,False,5,40044,2,306,406,406 303 302,17000,2025-08-15 00:00:00+00:00,2025-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/505#answer-1011,mortgage,Is it better to rent or buy a house? Community question about is it better to rent or buy a house? Use a rent-vs-buy calculator and stress-test it against moving within five years. mortgage rent buy housing,292,5.073183008982334,4,social_default,0.5753819226272154,0.2270107524936008,0.7351081703212545,0.769418624907443,0.10702742750529397,0.6703200460356393,0.0,0.8,0.7982794055089477,0.0,0.0,0.5061403691017351
sample-a1018,1018,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,"For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks.",etf stocks investing diversification,47,True,4,46608,3,301,410,410 302,41000,2023-07-15 00:00:00+00:00,2023-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1018,investing,"Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? For most investors, diversified low-cost ETFs cut idiosyncratic risk and need less monitoring than single stocks. etf stocks investing diversification",1054,2.2839551626595846,5,social_default,0.2590378684070063,0.9104811178407926,0.7900177536693355,1.0,1.0,0.23602073528515033,0.0,0.7,0.3368587521031371,0.75,0.25,0.5011883926856319
sample-a1035,1035,517,How much credit utilisation is healthy?,Community question about how much credit utilisation is healthy?,"Keeping reported utilisation under about 30%, and ideally under 10%, helps your score.",credit-score credit-card,52,True,1,49670,2,301,418,418,41000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/517#answer-1035,credit,"How much credit utilisation is healthy? Community question about how much credit utilisation is healthy? Keeping reported utilisation under about 30%, and ideally under 10%, helps your score. credit-score credit-card",688,1.759271414111677,6,social_default,0.19953015037747118,0.9534716198475409,0.4349235009180969,1.0,1.0,0.3896658299571869,0.0,0.8,0.7153880799940397,0.0,0.25,0.46882980352033643
sample-a1007,1007,503,How much emergency fund should I keep?,Community question about how much emergency fund should i keep?,"If your income is irregular or your job is unstable, target the higher end of the range.",emergency-fund saving budgeting,47,True,7,32405,2,302,404,404 303,38000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/503#answer-1007,saving,"How much emergency fund should I keep? Community question about how much emergency fund should i keep? If your income is irregular or your job is unstable, target the higher end of the range. emergency-fund saving budgeting",657,1.6783179445726937,7,social_default,0.1903487029776409,0.9104811178407926,0.7901984649916391,0.9800976854573569,0.6073397326783032,0.4065696597405991,0.0,0.8,0.6835581968724294,0.0,0.0,0.4513036949971295
sample-a1044,1044,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns.,mortgage investing debt,45,True,8,14953,2,301,422,422 302,41000,2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1044,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns. mortgage investing debt,1388,1.1168180340315763,8,social_default,0.1266654300678852,0.8920166661075518,0.7087380034719909,1.0,1.0,0.1493638709736966,0.0,0.8,0.19669641504495938,0.25,0.25,0.4282075220460042
sample-a1025,1025,512,What should I do if I think an investment is a scam?,Community question about what should i do if i think an investment is a scam?,"Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud.",scam fraud risk investing,43,True,1,39073,2,303,413,413,35000,2024-08-15 00:00:00+00:00,2024-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/512#answer-1025,risk,"What should I do if I think an investment is a scam? Community question about what should i do if i think an investment is a scam? Stop sending money, preserve all records, verify registration with the regulator, and report the suspected fraud. scam fraud risk investing",657,1.5904934322737496,9,social_default,0.18038796695631204,0.8727313075427394,0.39857611577887336,0.9585578348810901,0.6058366294295915,0.4065696597405991,0.0,0.8,0.3368587521031371,0.25,0.75,0.4157126073184605
sample-a1020,1020,509,Should I invest in ETFs or individual stocks?,Community question about should i invest in etfs or individual stocks?,A core ETF portfolio plus a small satellite of stocks is a common compromise.,etf stocks investing diversification,38,False,9,46608,3,301,410,410 303,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/509#answer-1020,investing,Should I invest in ETFs or individual stocks? Community question about should i invest in etfs or individual stocks? A core ETF portfolio plus a small satellite of stocks is a common compromise. etf stocks investing diversification,565,1.2215502173996475,10,social_default,0.13854377250508323,0.3865478288149943,1.0,1.0,1.0,0.46117735003146915,0.0,0.8,0.8683167276206338,1.0,0.0,0.39644744978821433
