doc_id,answer_id,question_id,title,question_body,answer_body,tags,answer_score,accepted_answer,comment_count,question_view_count,answer_count,owner_user_id,question_owner_user_id,commenter_user_ids,author_reputation,creation_date,last_activity_date,source,url,aspect,combined_text,age_days,retrieval_score,rank,run,topical_score,community_score,engagement_score,credibility_score,author_influence_score,freshness_score,tag_match_score,sentiment_alignment_score,clarity_score,technical_score,risk_warning_score,final_score
sample-a1003,1003,501,Should I pay off credit card debt before investing?,Community question about should i pay off credit card debt before investing?,"Compare the card APR with your expected after-tax return. Above roughly 8-10% APR, paying the debt almost always wins.",credit-card debt investing,43,True,8,12747,3,302,402,402 301,38000,2025-02-15 00:00:00+00:00,2025-02-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/501#answer-1003,debt,"Should I pay off credit card debt before investing? Community question about should i pay off credit card debt before investing? Compare the card APR with your expected after-tax return. Above roughly 8-10% APR, paying the debt almost always wins. credit-card debt investing",473,18.659317001723107,1,social_default,0.8884356530064834,0.8727313075427394,0.7717131999042249,0.9800976854573569,0.6073397326783032,0.523119576403576,0.2222222222222222,0.8,0.2767441770013904,0.25,0.5,0.8108916876088383
sample-a1001,1001,501,Should I pay off credit card debt before investing?,Community question about should i pay off credit card debt before investing?,Pay off high-interest credit card debt before investing. A guaranteed ~20% avoided interest usually beats uncertain market returns.,credit-card debt investing,37,False,1,12747,3,303,402,402,35000,2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/501#answer-1001,debt,Should I pay off credit card debt before investing? Community question about should i pay off credit card debt before investing? Pay off high-interest credit card debt before investing. A guaranteed ~20% avoided interest usually beats uncertain market returns. credit-card debt investing,414,21.002440569082992,2,social_default,1.0,0.3752783866104465,0.3160674737322977,0.9585578348810901,0.6058366294295915,0.5671546349422034,0.2222222222222222,0.8,0.1315472464872285,0.25,0.5,0.7700650562581803
sample-a1002,1002,501,Should I pay off credit card debt before investing?,Community question about should i pay off credit card debt before investing?,"Contribute enough to capture any employer match, then prioritise the card balance and a small emergency buffer.",credit-card debt investing,15,False,1,12747,3,309,402,402,9000,2022-04-15 00:00:00+00:00,2022-04-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/501#answer-1002,debt,"Should I pay off credit card debt before investing? Community question about should i pay off credit card debt before investing? Contribute enough to capture any employer match, then prioritise the card balance and a small emergency buffer. credit-card debt investing",1510,18.878135074755786,3,social_default,0.8988543504103839,0.0,0.3160674737322977,0.6028492022653652,0.021231320556610582,0.12637606799414935,0.2222222222222222,0.8,0.36164620576393425,0.25,0.5,0.5755352667601403
sample-a1033,1033,516,How can I improve my credit score?,Community question about how can i improve my credit score?,"Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors.",credit-score credit-card debt,52,True,3,20891,2,301,417,417 302,41000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/516#answer-1033,credit,"How can I improve my credit score? Community question about how can i improve my credit score? Pay on time, keep utilisation low, avoid unnecessary applications and check your reports for errors. credit-score credit-card debt",565,5.741956771412621,4,social_default,0.27339473965064653,0.9534716198475409,0.5137242541956104,1.0,1.0,0.46117735003146915,0.1,0.8,0.5064228948431632,0.0,0.75,0.5190657193572892
sample-a1044,1044,521,Should I pay extra on my mortgage or invest?,Community question about should i pay extra on my mortgage or invest?,Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns.,mortgage investing debt,45,True,8,14953,2,301,422,422 302,41000,2022-08-15 00:00:00+00:00,2022-08-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/521#answer-1044,mortgage,Should I pay extra on my mortgage or invest? Community question about should i pay extra on my mortgage or invest? Paying down a low fixed-rate mortgage is a guaranteed but modest return; investing has higher expected but uncertain returns. mortgage investing debt,1388,5.860198971422669,5,social_default,0.2790246663070804,0.8920166661075518,0.7087380034719909,1.0,1.0,0.1493638709736966,0.2222222222222222,0.7,0.19669641504495938,0.25,0.25,0.5104982512767129
sample-a1031,1031,515,When should I prioritise retirement contributions?,Community question about when should i prioritise retirement contributions?,"After high-interest debt and a starter emergency fund, capture the full employer match before anything else.",retirement investing saving,49,True,7,9830,2,302,416,416 301,38000,2025-10-15 00:00:00+00:00,2025-10-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/515#answer-1031,retirement,"When should I prioritise retirement contributions? Community question about when should i prioritise retirement contributions? After high-interest debt and a starter emergency fund, capture the full employer match before anything else. retirement investing saving",231,5.438200038772389,6,social_default,0.25893181418057604,0.9281917046909638,0.6095243987823791,0.9800976854573569,0.6073397326783032,0.7287399324998268,0.1,0.8,0.39966993251952,0.5,0.25,0.49834280242302686
sample-a1004,1004,502,How do I get out of credit card debt fastest?,Community question about how do i get out of credit card debt fastest?,"List balances, attack the highest APR first (avalanche), and stop new charges while you repay.",credit-card debt budgeting,48,True,0,11249,2,302,403,,38000,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/502#answer-1004,debt,"How do I get out of credit card debt fastest? Community question about how do i get out of credit card debt fastest? List balances, attack the highest APR first (avalanche), and stop new charges while you repay. credit-card debt budgeting",688,7.350433987722954,7,social_default,0.3499799922559137,0.9194267776764844,0.0,0.9800976854573569,0.6073397326783032,0.3896658299571869,0.1,0.8,0.5921918097809603,0.0,0.5,0.48911463262459376
sample-a1005,1005,502,How do I get out of credit card debt fastest?,Community question about how do i get out of credit card debt fastest?,The snowball method (smallest balance first) can help motivation even if it costs slightly more interest.,credit-card debt budgeting,24,False,8,11249,2,303,403,403 301 302,35000,2025-11-15 00:00:00+00:00,2025-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/502#answer-1005,debt,How do I get out of credit card debt fastest? Community question about how do i get out of credit card debt fastest? The snowball method (smallest balance first) can help motivation even if it costs slightly more interest. credit-card debt budgeting,200,7.290339993055696,8,social_default,0.3471187059939866,0.19362127167230786,0.6656279725025915,0.9585578348810901,0.6058366294295915,0.7603529065620016,0.1,0.8,0.43875492242046144,0.0,0.5,0.44271484555993057
sample-a1016,1016,508,What records do I need for investment taxes?,Community question about what records do i need for investment taxes?,"Keep trade confirmations, cost basis, dividend statements and broker 1099s; reconstruct basis before you sell.",tax investing capital-gains,54,True,8,16973,2,302,409,409 303,38000,2024-11-15 00:00:00+00:00,2024-11-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/508#answer-1016,tax,"What records do I need for investment taxes? Community question about what records do i need for investment taxes? Keep trade confirmations, cost basis, dividend statements and broker 1099s; reconstruct basis before you sell. tax investing capital-gains",565,2.6261384065287854,9,social_default,0.12503967802649746,0.9695419433788933,0.7279298709930571,0.9800976854573569,0.6073397326783032,0.46117735003146915,0.1,0.9,0.3742064206407163,0.5,0.0,0.4359119669715204
sample-a1013,1013,506,Should I refinance my mortgage?,Community question about should i refinance my mortgage?,Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid.,mortgage refinance interest-rate,56,True,4,25690,2,301,407,407 303 302,41000,2025-06-15 00:00:00+00:00,2025-06-15 00:00:00+00:00,offline.sample,https://money.stackexchange.com/questions/506#answer-1013,mortgage,Should I refinance my mortgage? Community question about should i refinance my mortgage? Watch the term reset: lowering the rate but restarting 30 years can raise total interest paid. mortgage refinance interest-rate,353,1.1019874910516068,10,social_default,0.052469496934266134,0.9850382024784291,0.6126435966544644,1.0,1.0,0.616583425826371,0.0,0.8,0.5921918097809603,0.0,0.0,0.4217278839046996
